,Unnamed: 0.3,Unnamed: 0,Video,Timestamp,Transcript at Timestamp,Score,category 1 of text,"category 2 of text (subcategory, if applicable)",emotion of comedian at timestamp,action of comedian at timestamp,gesticulating,buildup vs punchline,link,Unnamed: 0.1,Unnamed: 0.2,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
253,253,253,,0:08,Except Amish people.,1,unexpected,pop culture,normal,standing,yes,punchline,,253,2,0.946263565,0.911376727,-0.499039199,-1.112656928,1.476351755,-2.104014328,1.264335537,-1.176911556,0.417711599,-0.147446485,0.011784406,0.01914008,-0.006895171
254,254,254,,0:12,Because they are the only ones that I can say clearly,0,audience,,normal,standing,no,buildup,,254,3,0.685289731,0.695868788,-0.885022985,-0.674957358,1.892114585,-1.949060305,1.465747206,-0.881888825,0.174014256,0.24358484,0.074968529,-0.256550552,-0.58410791
255,255,255,,0:15,their God is wrong.,1,unexpected,pop culture,normal,standing,yes,punchline,,255,4,0.91041959,1.036844919,-0.315949397,-1.002515591,1.513752129,-2.065533694,1.293578462,-1.253924132,0.323088196,-0.239509416,-0.140598722,-0.076641731,0.016989387
256,256,256,,0:19,Speed limit is 75 miles an hour in Ohio and one lane of traffic is blocked,1,audience,,normal,walking,no,buildup,,256,5,0.836043949,0.96340003,-0.710930437,-0.848268905,1.684779147,-2.010308086,1.424363338,-1.027703614,0.163566954,0.048076454,0.027979273,-0.248518741,-0.302479364
257,257,257,,0:26,by a goddam horse and buggy!,1,unexpected,pop culture,angry,standing,yes,punchline,,257,6,1.003504777,1.239661027,-0.515719705,-1.325664964,1.295278085,-1.884638242,1.284063437,-1.124684731,0.344896241,-0.199318423,0.181433157,-0.312622778,0.013812119
258,258,258,,0:31,your God is ridiculous.,1,unexpected,,amused,standing,no,punchline,,258,7,0.921867358,1.089789001,-0.299871712,-1.309378579,1.418381651,-1.995307095,1.226507071,-1.134214218,0.440140413,-0.238266395,0.165947196,-0.30936821,0.02377352
259,259,259,,0:37,"All the Amish people around my way know me, too.",1,personal,pop culture,normal,standing,no,buildup,,259,8,0.791315121,1.100480497,-0.563128338,-0.918387362,1.895465331,-1.774296557,1.30014985,-1.091520634,-0.023748879,-0.426481791,0.171431219,-0.405656178,-0.055622277
260,260,260,,0:40,"Not from television, obviously.",1,unexpected,pop culture,amused,standing,yes,punchline,,260,9,0.913218087,1.114950199,-0.308366837,-1.225561569,1.298744793,-2.032025625,1.276763031,-1.291162754,0.291858181,-0.193660129,0.18740774,-0.181024732,0.148859615
261,261,261,,0:45,They know me from the streets.,1,unexpected,personal,normal,standing,no,buildup,,261,10,0.862246659,0.875025319,-0.498470054,-1.041942107,1.517656823,-2.233883638,1.264193102,-1.052247423,0.36363156,-0.00385981,0.084496805,-0.135774772,-0.001072464
262,262,262,,0:49,"Cause when I see them horse and buggies, I'll pull the Porsche over and talk to 'em.",0,personal,,normal,standing,no,buildup,,262,11,0.829088338,0.839695544,-0.530938793,-0.381846258,1.899536634,-2.036775225,1.147427312,-1.388514124,-0.042776934,0.189049879,-0.019945447,-0.169563545,-0.33443738
263,263,263,,0:55,Ezekiel ,1,one man conversation,unexpected,normal,miming,yes,buildup,,263,12,0.903981563,1.041661831,-0.37892877,-1.223652909,1.460156309,-2.03541937,1.273684153,-1.095139488,0.436719047,-0.192719036,0.151685659,-0.330528794,-0.011500195
264,264,264,,0:58,"Ezekiel, are you sure that God doesn't want you to have any of this technology or this energy?",1,one man conversation,pop culture,annoyed,standing,no,buildup,,264,13,0.734242689,0.727221123,-0.876888058,-0.751891882,1.874835206,-1.972006224,1.432577799,-0.756626254,0.367603409,0.131476796,-0.004014137,-0.399173936,-0.50735653
265,265,265,,1:04,Huh? Hm? Huh? I can't hear you,1,one man conversation,,annoyed,standing,no,buildup,,265,14,0.908476597,1.295104608,-0.149621007,-1.229671132,1.342416919,-1.813016652,1.243930524,-1.28768971,0.153641566,-0.592744184,0.206290941,-0.390550221,0.313431749
266,266,266,,1:09,Let me turn this air condition off. What did you say?,1,one man conversation,unexpected,amused,miming,yes,punchline,,266,15,0.975706078,0.933408406,-0.501270686,-1.079473498,1.464610578,-2.127086085,1.281854306,-1.093261833,0.432155801,-0.047867299,0.06577498,-0.073193245,-0.2313575
267,267,267,,1:15,"And they be like, Get away from me Ye",1,imitation,pop culture,angry,standing,yes,buildup,,267,16,0.842630224,0.991625035,-0.527612666,-1.252462145,1.483660322,-1.91339214,1.606311889,-0.788808581,0.382378278,-0.307874345,0.001935613,-0.3578742,-0.160517285
268,268,268,,1:19,"""Ye try to tempt me like the Devil",1,imitation,pop culture,angry,standing,yes,buildup,,268,17,0.889445007,1.087768859,-0.620935523,-1.134551152,1.525951227,-1.965288629,1.410080228,-0.744733419,0.488429089,-0.224590818,0.077714222,-0.473721861,-0.31556723
269,269,269,,1:24,"""Devil? Nah bro",0,one man conversation,imitation,annoyed,standing,yes,buildup,,269,18,0.989665934,1.28088221,-0.307714596,-1.069654787,1.321056106,-2.094942888,1.064744601,-1.122020563,0.314625982,-0.232930369,0.391009315,-0.554909361,0.020188415
270,270,270,,1:26,"I'm trying to put you onto the game, Zeke.",1,one man conversation,imitation,normal,standing,yes,buildup,,270,19,0.803847066,0.876710786,-0.683964583,-0.795436439,1.827094071,-1.8337111,1.522830097,-1.057286464,0.127397616,0.03365668,-0.021538704,-0.330734488,-0.468864538
271,271,271,,1:29,It's a big world out here. I just went 25 miles in 30 minutes.,1,one man conversation,,normal,standing,no,buildup,,271,20,0.827595199,0.746690116,-0.689221828,-0.640909227,1.739798413,-2.094951629,1.267879322,-1.139723238,0.209730205,0.363522312,0.099584617,-0.094555076,-0.595439185
272,272,272,,1:34,"""That's a day's journey for you.",1,one man conversation,unexpected,amused,standing,no,punchline,,272,21,0.890161467,1.111205146,-0.275472567,-1.262199961,1.471671884,-2.042966815,1.169733711,-1.055853755,0.425873022,-0.430439003,0.20257551,-0.264343018,0.060054379
273,273,273,,1:39,"You don't even know what the weather's gonna be tomorrow, do you",1,one man conversation,pop culture,amused,standing,no,buildup,,273,22,0.879143147,1.127099176,-0.254219864,-1.04214119,1.50657181,-2.099301843,1.309376431,-1.067238183,0.284439034,-0.188494812,0.024357663,-0.387688994,-0.091902375
274,274,274,,1:44,I do.,1,one man conversation,sarcasm,normal,standing,no,buildup,,274,23,0.930698865,1.170977149,-0.112161398,-1.262025832,1.299416958,-2.112520609,1.108295249,-1.191180088,0.380217329,-0.336556939,0.151101168,-0.210430755,0.184168901
275,275,275,,1:47,"""You don't even know that there's a valuable Pokemon right on your shoulder.",1,one man conversation,unexpected,normal,standing,yes,punchline,,275,24,0.643818162,0.661170032,-0.734668442,-0.322942703,2.10280308,-1.965790009,1.351158315,-0.971174272,0.053102209,0.187154605,-0.169099961,-0.287562373,-0.547968644
276,276,276,,1:51,Boop. Ta ta.,1,unexpected,sarcasm,amused,miming,yes,punchline,,276,25,1.012523262,1.189945578,-0.194309144,-1.42585849,1.219786636,-1.932176643,0.9627172,-1.31863176,0.428931723,-0.434368973,0.353108964,-0.147957363,0.28628901
277,277,277,,1:52,Then I drive away.,1,personal,sarcasm,amused,standing,no,punchline,,277,26,1.024694787,1.137631308,-0.249886815,-1.211582984,1.168747152,-2.135028589,1.292392261,-1.120441715,0.45557439,-0.247572845,5.06e-05,-0.05340726,-0.061170301
278,278,278,,1:59,"Oh, my vape pen? You want to hit my vape pen?",0,audience,,normal,standing,no,buildup,,278,27,0.921689417,1.14007162,-0.50621291,-1.077139177,1.360381704,-1.881546377,1.607307408,-1.048553036,0.342077339,-0.112660106,-0.082754746,-0.284576755,-0.378084379
279,279,279,,2:04,"Oh, sorry I'm trying not to get herpes. my bad",1,audience,unexpected,amused,standing,no,punchline,,279,28,1.096831803,1.02063862,-0.33482779,-1.177542296,1.156251138,-2.132358203,1.207224679,-1.298358489,0.426956532,-0.147189826,0.03763498,0.155131489,-0.010392637
280,280,280,,2:11,"I've been playin' cat and mouse with herpes for 30 years now, buddy.",1,audience,unexpected,amused,walking,no,buildup,,280,29,0.935486997,0.975648403,-0.482342267,-1.046193491,1.325042804,-2.207848892,1.295347339,-1.053636511,0.564637527,0.008888006,-0.021500691,0.033447881,-0.326977106
281,281,281,,2:15,"Every night I go to the club, I be like",0,personal,audience,normal,walking,no,buildup,,281,30,0.895133949,1.125094042,-0.46382073,-1.002571403,1.382326621,-2.137850421,1.233674755,-1.156058571,0.447241959,0.156042488,0.050854456,-0.212512144,-0.317555
282,282,282,,2:17,"not tonight, herpes.",1,unexpected,pop culture,amused,miming,no,punchline,,282,31,0.990486749,1.213104221,-0.12239336,-1.432067712,1.147138548,-2.029258057,0.974635035,-1.22373011,0.478051899,-0.330707543,0.310516594,-0.275687619,0.299911355
283,283,283,,2:22,No disrespect. I'm not saying you have herpes.,0,audience,,amused,standing,no,buildup,,283,32,0.80853924,1.032727975,-0.780281478,-1.038114832,1.56343104,-1.863036158,1.545656131,-1.031872291,0.155108267,0.06116466,0.124389063,-0.205087353,-0.372624265
284,284,284,,2:24,"I'm just saying one out of five people do, so let's just ",1,audience,unexpected,amused,standing,yes,buildup,,284,33,0.838004138,0.948486918,-0.695370645,-0.941275438,1.587870126,-2.050217219,1.300905097,-1.128338211,0.324671089,0.210148959,0.170196323,-0.273611991,-0.291469146
285,285,285,,2:28,Let's just all be careful around this motherfucker,1,audience,unexpected,amused,standing,no,buildup,,285,34,0.884310631,1.031123241,-0.532115802,-0.994855737,1.559255509,-2.135758477,1.240227221,-1.095224664,0.3471632,-0.044798665,-0.053715283,-0.152400184,-0.053210988
286,286,286,,2:30,and make sure that we leave with the lips we came with.,1,audience,unexpected,amused,standing,no,punchline,,286,35,0.732100021,0.90217928,-0.549152931,-0.929372116,1.559150447,-2.242822658,1.452527063,-0.814700038,0.291689177,0.063808176,0.086419778,-0.25195994,-0.299866259
287,287,287,,0:05,"Yo, I'm telling you this I became a comedian",0,personal,,normal,walking,No,buildup  ,https://www.youtube.com/watch?v=gYjVZ14eb0c&ab_channel=JoKoy,287,0,0.824981025,1.125569708,-0.022282199,-0.443451404,1.839534014,-1.717936941,1.352633491,-1.288498189,0.012345116,-0.360392204,-0.002460792,-0.780478037,-0.539563587
288,288,288,,0:08,Which is totally against the grain when you have a Filipino mom,1,personal,,normal,walking,No,buildup,,288,1,0.820484857,1.087835739,-0.706702408,-0.796237805,2.089776677,-1.503771524,1.188082739,-0.894195415,0.166255188,-0.471762396,0.30435748,-0.602987631,-0.6811355
289,289,289,,0:12,"If you have a Filipino mom, that is not the career choice you're supposed to have",1,personal,audience,normal,standing,No,buildup,,289,2,0.942323684,1.186870381,-0.673251856,-0.980982494,1.765343032,-1.816795355,1.074043202,-1.090222977,0.119748979,-0.520045053,0.399385041,-0.175356623,-0.231059962
290,290,290,,0:17,Filipino mom's predetermine what their kids are supposed to be when they grow up,0,personal,,normal,standing,No,buildup,,290,3,0.880904872,1.133851174,-0.737744486,-0.99820044,1.981747567,-1.505810391,1.115515289,-0.986507831,0.007473834,-0.703107066,0.499801108,-0.391504708,-0.296418921
291,291,291,,0:22,And you know I'm not making this shit up,1,personal,audience,normal,walking,No,buildup,,291,4,0.870563757,1.238654494,-0.631433563,-1.15505814,1.603828782,-1.406986173,1.637028846,-0.845415199,-0.100176535,-0.717777035,0.364984668,-0.459110415,-0.399103487
292,292,292,,0:24,There's a lot of Filipino's in here right now ,0,audience,,normal,walking,No,buildup,,292,5,0.916792349,1.179557411,-0.675085349,-0.867194604,1.884661699,-1.539730797,1.273154693,-1.22184103,-0.026630481,-0.292042611,0.231363648,-0.354319534,-0.508685396
293,293,293,,0:26,That are nurses,1,stereotype,audience,laughing,standing,No,punchline,,293,6,1.204213001,1.124831576,-0.322112215,-0.972409853,1.101614096,-2.191292908,0.943304353,-1.442659026,0.280853428,-0.228963814,0.139997043,0.308258861,0.054365458
294,294,294,,0:35,Today is a good day to get injured at a show,1,audience,,smiling,walking ,Yes,buildup,,294,7,1.011142924,1.156206875,-0.648691652,-1.273693086,1.540979252,-1.74610339,1.180454837,-1.005321201,0.564913815,-0.324186577,0.273332295,-0.416294538,-0.312739555
295,295,295,,0:39,Cause there will be a nurse in here like,1,audience,,normal,speedwalking,No,buildup,,295,8,1.063826757,1.28737904,-0.396262395,-1.088547365,1.520529466,-1.805474132,0.904962819,-1.420448146,0.277749112,-0.569258766,0.241602025,-0.029132098,0.013073684
296,296,296,,0:40,"Oh my God, put a cold compress on da head",1,imitation,one man conversation,serious,crouching,No,punchline,,296,9,1.059952021,1.246344705,-0.562233148,-1.056189581,1.547809471,-1.880565456,1.092604313,-1.184161644,0.243706511,-0.447962398,0.240822384,-0.157928528,-0.142198651
297,297,297,,0:44,Elebate the peet! Elebate! Elebate the peet. Elebate!,1,imitation,one man conversation,serious,crouching,No,punchline,,297,10,1.135602952,1.190876734,-0.528151725,-1.263041592,1.106898668,-1.873291699,1.549597986,-0.965486712,0.397729782,-0.3320337,-0.018466507,-0.174965537,-0.225268651
298,298,298,,0:48,What the fuck is elebate?,1,conversation,,annoyed,crouching,No,buildup,,298,11,1.01914167,1.234452015,-0.527508819,-1.059872839,1.497243491,-1.890121443,1.273378769,-1.045958522,0.261967288,-0.571214419,0.151536388,-0.050387296,-0.292656285
299,299,299,,0:49,Just libt! Libt the fucking peet! Are you stupid?,1,imitation,one man conversation,serious,crouching ,Yes,punchline,,299,12,1.153902973,1.171639466,-0.442676654,-1.239656577,1.148764958,-1.983078975,1.200398146,-1.267031117,0.415302824,-0.286982841,0.094632467,0.011259494,0.023525835
300,300,300,,0:57,"And I'm not Aye, look I'm not shitting on you for being a nurse. That's a great job, great benefits, good money",0,audience,,normal,walking,No,buildup,,300,13,0.902774669,1.113740853,-0.824378185,-1.36062267,1.691400051,-1.461205788,1.214966269,-0.812121643,0.16064336,-0.709093328,0.713845779,-0.465691553,-0.164257813
301,301,301,,1:04,I'm just sayin it wasn't your dream,1,audience,,smiling,standing,No,punchline,,301,14,0.961198896,1.194293567,-0.639834594,-1.230054877,1.566178501,-1.722966766,1.212927619,-0.811693445,0.534712403,-0.429437422,0.379735446,-0.659288413,-0.355770915
302,302,302,,1:09,That was your Filipino mom's dream,1,audience,,smiling,walking,No,buildup,,302,15,1.005950156,1.238309184,-0.615364487,-1.0565713,1.674725457,-1.780781445,1.073826577,-1.169070188,0.312806057,-0.56477554,0.123592121,-0.155884962,-0.08676163
303,303,303,,1:12,My mom wanted me to be a nurse! Are you fucking kidding me?!,1,personal,,smiling,standing,No,punchline,,303,16,0.968649294,1.229131653,-0.723426747,-1.257584606,1.549955848,-1.65804694,1.371878963,-0.79413935,0.079921767,-0.698757097,0.370944633,-0.382809739,-0.055717678
304,304,304,,1:16,Filipino mom's shit on their kids' dreams and you know I'm not lying,0,stereotype,audience,normal,walking ,Yes,buildup,,304,17,0.954200329,1.214826043,-0.702623072,-1.22298812,1.678848061,-1.48242197,1.305630192,-0.848145724,0.034411421,-0.840377775,0.49861659,-0.459487135,-0.130488839
305,305,305,,1:22,"You can't have a dream, what the puck, what are you talking about dream??",1,imitation,stereotype,normal,standing,No,buildup,,305,18,0.953170142,1.197414391,-0.624507614,-1.115071363,1.712584064,-1.761613906,1.066236537,-1.102631459,0.405993698,-0.3670677,0.306125544,-0.428135997,-0.242496338
306,306,306,,1:28,I told my mom I wanted to be a comedian. She cried,0,personal,,normal,walking ,Yes,buildup,,306,19,1.100065197,1.279729771,-0.74709539,-1.186234559,1.651629725,-1.412537103,1.243311083,-1.159126081,0.265795654,-0.590149751,-0.039379397,-0.391962613,-0.014046536
307,307,307,,1:30,"Why? Why do you want to be a comedian, Josep?",1,imitation,personal,sad,standing,No,buildup,,307,20,0.982630105,1.27954014,-0.583718444,-1.247685796,1.536368235,-1.71955018,1.168105067,-1.092871909,0.343246244,-0.500925975,0.329514138,-0.356835875,-0.137815752
308,308,308,,1:35,"All your aunties are nurses, your cousins are nurses",1,imitation,personal,sad,standing,Yes,buildup,,308,21,1.127326644,1.119398192,-0.614938138,-1.131919058,1.412400323,-2.036791292,1.049942487,-1.039540282,0.354608992,-0.397591933,0.413242457,-0.09014594,-0.165992451
309,309,309,,1:41,Do you see any clowns in this family? I don't Do you?,1,imitation,personal,sad,miming,No,punchline,,309,22,1.02536515,1.038626419,-0.746103773,-1.146270777,1.730079983,-1.721785708,1.119556265,-1.039018189,0.337236095,-0.400023878,0.448606523,-0.434399063,-0.211869048
310,310,310,,1:44,I don't Do you?,1,imitation,one man conversation,sad,miming,No,punchline,,310,23,1.272952282,1.100385787,-0.303571357,-0.905898139,1.007547699,-2.153282419,1.120006289,-1.445918904,0.377674167,0.017012852,-0.205606424,0.242129894,-0.123431727
311,311,311,,1:50,"Shit on my dream, right there. Just looked at me and went like this",1,personal,,normal,walking ,Yes,buildup,,311,24,1.0014418,1.261922949,-0.562024139,-1.105261187,1.538389154,-1.890303,1.137951486,-1.024336121,0.431993016,-0.317648849,0.217948353,-0.415696981,-0.27437648
312,312,312,,1:53,Josep who told you you were punny?,1,imitation,personal,serious,standing,No,punchline,,312,25,1.043615121,1.253458599,-0.328960054,-1.082785265,1.469598507,-1.895248983,1.023014251,-1.38078451,0.316527432,-0.36685376,0.248658155,-0.22944131,-0.070798183
313,313,313,,2:02,It wasn't me,1,imitation,personal,serious,standing,Yes,punchline,,313,26,1.0830978,1.145667609,-0.503798969,-1.123253366,1.431571838,-1.958485753,1.173968771,-1.18171506,0.313866858,-0.328868182,0.268273603,-0.227891127,-0.092434023
314,314,314,,2:06,That's fucked up,1,short sentence with swearing,,normal,walking,No,buildup,,314,27,1.005990954,1.31519255,-0.254414122,-1.067297616,1.500308418,-1.716590236,1.15674591,-1.404325203,0.003376453,-0.653360692,0.268038901,-0.211107161,0.057441844
315,315,315,,2:09,I'm just saying You're a nurse? God bless you. But you know there's some nurses out there that didn't follow their dream. ,0,audience,one man conversation,normal,walking,No,buildup,,315,28,0.803579303,1.215713242,-0.72899502,-1.09283992,1.970687326,-1.557699441,0.919299192,-0.82547496,0.405063021,-0.471355618,0.490609418,-0.722737619,-0.405848924
316,316,316,,2:15,"There's some nurses working at the hospital, that wish they were Jabbawockee",1,pop reference,,normal,walking,No,punchline,,316,29,0.825193921,1.108511147,-0.762254533,-0.895831745,2.163053264,-1.46406646,0.938501014,-0.962759391,0.024378198,-0.698679021,0.519537861,-0.425972855,-0.369611401
317,317,317,,2:19,You know exactly what I'm talking about!,1,audience,one man conversation,laughing,standing,No,buildup,,317,30,1.164404013,1.258979719,-0.326094774,-1.128940242,1.14607444,-1.906434258,1.123703592,-1.469740927,0.233150165,-0.456737511,0.098200811,0.140452182,0.122982789
318,318,318,,2:22,"Hey, follow me to the x-ray ",1,imitation,,normal,dancing,No,punchline,,318,31,1.292299263,1.210910022,-0.215645925,-0.93312239,1.038949077,-2.058239914,0.972634078,-1.565485032,0.246622417,-0.266899851,-0.065676621,0.310555428,0.033099447
319,319,319,,2:33,God damn that nurse can dance,1,one man conversation,,laughing,walking,No,buildup,,319,32,1.110600931,1.116599223,-0.429590261,-0.762012996,1.40898419,-2.241990895,1.073920008,-1.135448263,0.375115745,-0.16953271,0.075409444,-0.076772088,-0.345282328
320,320,320,,2:36,It was always my dream. My mother did not believe in me,1,imitation,,normal,dancing,No,punchline,,320,33,0.996587751,1.125641483,-0.551901341,-0.940814103,1.643017417,-1.973004207,1.14204062,-1.103039012,0.402226208,-0.298412392,0.113510227,-0.374382622,-0.181470029
321,321,321,https://youtu.be/PGuqnE35cCg,0:00,"Now, I love Elvis. Okay? He fascinates me.",0,personal,pop reference,normal,walking,No,buildup,,321,0,0.944621134,0.911132441,-0.850829528,-1.054580766,1.765798175,-1.985857381,1.254721885,-0.592055875,0.311236053,-0.533529539,0.143992661,-0.197259549,-0.117389711
322,322,322,,0:03,"He's, like, the first rock star with the power of television.",0,personal,pop reference,normal,walking,No,buildup,,322,1,0.855618872,0.96879197,-0.702507654,-0.868044616,1.94595447,-2.072609712,0.886318735,-0.778701051,0.207721324,-0.639653734,0.367176087,-0.141466538,-0.028598154
323,323,323,,0:06,"They just intersected, and he ascended to this level of fame",0,personal,pop reference,normal,standing,Yes,buildup,,323,2,0.672067864,0.560863829,-1.10084123,-1.009587146,2.082083336,-1.829065408,1.112350401,-0.258868341,0.554917625,-0.564300717,0.425520682,-0.289319089,-0.355821806
324,324,324,,0:10,that no one had ever been to before.,0,personal,pop reference,normal,walking,Yes,buildup,,324,3,0.686856692,0.795083382,-0.790075375,-0.728617379,1.810591609,-2.287008243,1.287240179,-0.104666648,0.403473601,-0.550424119,-0.117521356,-0.240034943,-0.164897401
325,325,325,,0:12,"Hence, he made all the mistakes cause there was no one there to help him out.",0,personal,pop reference,normal,standing,Yes,buildup,,325,4,0.779982644,0.771944006,-0.915684654,-1.070714861,1.862814439,-1.950460761,1.302514461,-0.27411176,0.447995567,-0.686600533,0.110388779,-0.256083572,-0.121983756
326,326,326,,0:16,Right? He got a piece-of-shit manager that stole from him.,0,personal,pop reference,annoyed,standing,Yes,buildup,,326,5,0.825251708,0.963832944,-0.734630144,-1.36704592,1.510227617,-1.903171896,1.324894168,-0.41611035,0.327612499,-0.84689615,0.542287254,-0.167500271,-0.058751459
327,327,327,,0:19,Bam!,0,personal,pop reference,normal,standing,Yes,buildup,,327,6,0.889785427,1.113941912,-0.190060105,-0.887349472,1.233147416,-2.259477067,1.40175141,-0.212485451,0.130784233,-1.150261479,0.288823162,-0.279388337,-0.079211649
328,328,328,,0:20,"He stopped making music, started making shitty movies.",0,personal,pop reference,annoyed,walking,Yes,buildup,,328,7,0.729521378,0.885905643,-0.745232474,-1.382887049,1.443398978,-2.025747094,1.180159921,-0.219430668,0.789570629,-0.660570404,0.591399864,-0.347650816,-0.238437908
329,329,329,,0:22,"He's not a good actor, right? Does that.",1,personal,pop reference,amused,standing,Yes,buildup,,329,8,0.899694685,0.980253982,-0.725386484,-1.209131141,1.489748809,-2.151779361,1.242371407,-0.412022095,0.384542114,-0.643440718,0.290893082,-0.176759107,0.031014826
330,330,330,,0:25,"Married a minor, started doing drugs,",1,personal,pop reference,amused,walking,Yes,buildup,,330,9,0.81885961,1.137812324,-0.573868253,-1.436243282,1.163743793,-2.141278813,1.242540606,-0.390956446,0.49163172,-0.696303779,0.418150559,-0.245771214,0.211683176
331,331,331,,0:27,"got fat, got an entourage, got even fatter,",1,personal,pop reference,amused,standing,Yes,buildup,,331,10,0.946573154,1.065956112,-0.532721608,-1.051542764,1.376644191,-2.345576903,1.204568247,-0.603739009,0.272929705,-0.498702823,0.042008448,-0.067112932,0.190716182
332,332,332,,0:29,"started wearing onesies, doing karate kicks,",1,personal,pop reference,amused,standing,Yes,buildup,,332,11,0.851971377,1.003033174,-0.693741803,-1.064560825,1.527582713,-2.24848922,1.263878679,-0.50029434,0.222757939,-0.534156671,0.087220162,-0.145294625,0.230093442
333,333,333,,0:32,splitting his fucking pants. Nobody's saying shit.,1,personal,pop reference,amused,standing,Yes,punchline,,333,12,0.936181106,0.865253108,-0.741932437,-1.044740775,1.64427621,-2.151951036,1.333024441,-0.473682619,0.233723719,-0.55787843,0.101140486,-0.144918213,0.001504439
334,334,334,,0:35,"""You look good, King!""",1,imitation,one man conversation,amused,standing,Yes,punchline,,334,13,0.878766905,0.969153445,-0.733548912,-1.515189437,1.289950945,-1.672099978,1.721177677,-0.303764604,0.429052674,-0.666569995,0.178001364,-0.526882506,-0.048047579
335,335,335,,0:36,"""You like that? You like when my royal balls hang out?""",1,imitation,one man conversation,amused,standing,Yes,punchline,,335,14,0.958696381,1.289175159,-0.266963968,-1.369842749,1.227159658,-1.970205532,1.110815337,-0.587545417,0.413212003,-1.039277738,0.068041102,-0.259463249,0.426199014
336,336,336,,0:39,"""We love it, King. Keep fucking going!""",1,imitation,one man conversation,amused,standing,Yes,punchline,,336,15,0.993067043,1.144354666,-0.560208345,-1.266584951,1.290630634,-2.083921435,1.332443922,-0.502393671,0.236844822,-0.750840915,0.084953335,-0.203640191,0.285295087
337,337,337,,0:41,"Starts doing pills, gets addicted,",1,personal,pop reference,amused,walking,Yes,buildup,,337,16,0.915000272,1.086140024,-0.513669639,-1.15299238,1.542751846,-2.080675678,1.222901809,-0.637293785,0.260584749,-0.818047853,0.112151108,-0.085089673,0.1482392
338,338,338,,0:44,he fucking dies alone on a toilet.,1,unexpected,pop reference,serious,standing,Yes,buildup,,338,17,0.834922357,1.003483027,-0.625441702,-1.009105939,1.780273036,-1.84243648,1.204978277,-0.620504512,-0.072243049,-1.170418513,0.182843674,0.063577329,0.270072495
339,339,339,,0:47,All right? This man kicked open all of those fucking doors for the rest of us. All right?,1,personal,pop reference,serious,standing,Yes,punchline,,339,18,0.783045926,1.038902042,-0.425790792,-0.892427504,1.830480497,-2.135488871,1.09899864,-0.761429761,0.261067975,-0.676671362,0.203508326,-0.237079633,-0.087115483
340,340,340,,0:53,"So I sit down, and I'm watching this documentary as a white dude. Which is what I am.",1,personal,,normal,walking,No,buildup,,340,19,0.748569028,1.030800015,-0.600313896,-1.184919067,1.714515318,-1.945423607,1.234651942,-0.597013427,0.225367284,-0.800954876,0.502801122,-0.23004465,-0.098035186
341,341,341,,0:59,"I'm looking out my white head, watching this white shit,",1,personal,,normal,standing,Yes,buildup,,341,20,0.802971495,1.068294424,-0.564998991,-1.111840259,1.557632162,-1.979470383,1.392979336,-0.322990575,0.19422474,-1.017934946,0.323780661,-0.297584396,-0.045063269
342,342,342,,1:02,"it's coming back into my white eyes,",1,personal,,normal,standing,Yes,buildup,,342,21,0.823051421,1.109471012,-0.564953722,-1.180702494,1.482205854,-2.129527131,1.106448346,-0.154813031,0.354693132,-1.047867346,0.370963083,-0.191002749,0.022033625
343,343,343,,1:04,getting whiter by the fucking second. All right?,1,personal,,normal,standing,Yes,punchline,,343,22,0.913544497,1.053989334,-0.435427669,-1.189535475,1.50534847,-2.125869989,1.2274062,-0.707891975,0.26528082,-0.721676601,0.206445322,-0.103209695,0.111596763
344,344,344,,1:08,"Now, my wife, on the other hand, she's black, right?",0,personal,,normal,standing,Yes,buildup,,344,23,0.837147447,1.045042037,-0.620257623,-1.250806598,1.430144748,-2.097310677,1.348735097,-0.421972027,0.339103159,-0.787622018,0.16457535,-0.157934209,0.171155315
345,345,345,,1:11,"Now, I hate saying that, 'cause it makes it seem like",0,personal,stereotype,normal,standing,Yes,buildup,,345,24,0.893679526,1.077395212,-0.544879431,-1.361600675,1.222117465,-2.002870151,1.413025141,-0.293482232,0.389941708,-0.83402674,0.56331173,-0.248305783,-0.274305772
346,346,346,,1:13,I'm gonna start doing some stupid comparison jokes.,1,personal,stereotype,normal,standing,Yes,buildup,,346,25,0.65417541,0.553059649,-1.041034844,-0.90976015,2.102416507,-1.852843777,1.143013375,-0.708762423,0.25215647,-0.269402041,0.605964361,-0.10718728,-0.421795255
347,347,347,,1:16,"You know, those dumb white guy, black guy jokes.",0,personal,stereotype,normal,standing,Yes,buildup,,347,26,0.755604108,1.145436926,-0.49960026,-1.043731184,1.581247221,-1.955516334,1.441389507,-0.503913362,-0.074730653,-0.85769851,0.507092582,-0.225788838,-0.269791204
348,348,348,,1:18,"It's always like the white guy is like,",0,personal,stereotype,normal,standing,Yes,buildup,,348,27,0.721251686,0.746471187,-0.791930414,-1.147339642,1.984767163,-1.733388206,1.119259455,-0.819024425,0.161088303,-0.663328394,0.756313893,-0.072818085,-0.26132252
349,349,349,,1:19,"""Oh, Jesus, I gotta do my taxes. Can this chair hold me?""",1,imitation,stereotype,amused,standing,Yes,punchline,,349,28,0.874058594,1.013706727,-0.82495773,-1.204229201,1.648241627,-1.870664536,1.269691861,-0.382035171,0.04498483,-0.908125944,0.509488915,-0.047864864,-0.122295108
